wlan.fc.subtype,wlan.fc.ds,radiotap.datarate,wlan.fc.protected,frame.len,wlan.duration,radiotap.channel.type.ofdm,radiotap.channel.type.cck,radiotap.mactime,wlan_mgt.fixed.beacon,class
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2234195402298844,0.0,0
1.0,-2.0,0.0,-1.0,1.2424080856785202,-0.15286538905564534,0.0,0.0,-1.2234195402298844,1.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2234195402298844,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.223275862068964,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.223275862068964,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.090430710742265,-0.012736088663126302,1.0,-1.0,-1.223275862068964,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.223275862068964,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.223132183908047,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.223132183908047,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.223132183908047,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.223132183908047,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.223132183908047,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.223132183908047,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.223132183908047,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.223132183908047,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222988505747126,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222988505747126,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.222988505747126,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222988505747126,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.222988505747126,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222988505747126,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.222988505747126,0.0,0
1.0,-2.0,0.0,-1.0,1.803004311743707,-0.15286538905564534,0.0,0.0,-1.222988505747126,1.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.222988505747126,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2228448275862072,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2228448275862072,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2228448275862072,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2228448275862072,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2228448275862072,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2228448275862072,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2228448275862072,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2227011494252868,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2225574712643663,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2225574712643663,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.222413793103449,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222413793103449,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.222413793103449,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.222413793103449,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222413793103449,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.222413793103449,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222413793103449,0.0,0
1.0,-2.0,0.0,-1.0,1.803004311743707,-0.15286538905564534,0.0,0.0,-1.222413793103449,1.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.222413793103449,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2222701149425286,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2222701149425286,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2221264367816096,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2221264367816096,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2221264367816096,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2221264367816096,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2219827586206888,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2219827586206888,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2219827586206888,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2219827586206888,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2218390804597687,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2218390804597687,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2218390804597687,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.221695402298851,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2215517241379308,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2215517241379308,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2215517241379308,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.221408045977012,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.221408045977012,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.221408045977012,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221408045977012,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221408045977012,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221408045977012,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2212643678160915,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2212643678160915,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2212643678160915,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2212643678160915,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.221120689655171,0.0,0
1.0,-2.0,0.0,-1.0,1.4090824794844454,-0.15286538905564534,0.0,0.0,-1.2209770114942538,1.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2209770114942538,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2209770114942538,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2209770114942538,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2208333333333332,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2208333333333332,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2208333333333332,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2208333333333332,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2208333333333332,0.0,0
1.0,-2.0,0.0,-1.0,2.95440215123557,-0.15286538905564534,0.0,0.0,-1.2206896551724145,1.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2206896551724145,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2206896551724145,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2206896551724145,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2206896551724145,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2206896551724145,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2205459770114941,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2205459770114941,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2204022988505734,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2204022988505734,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2204022988505734,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2204022988505734,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2204022988505734,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2202586206896562,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2202586206896562,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2201149425287356,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2201149425287356,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2201149425287356,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2201149425287356,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2201149425287356,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2201149425287356,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2199712643678169,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2199712643678169,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2199712643678169,0.0,0
1.6250121875914068,-2.0,1.0,-1.0,-0.393921832259261,-0.15286538905564534,1.0,-1.0,-1.2199712643678169,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2199712643678169,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2199712643678169,0.0,0
1.0,-1.0,2.3043598488339945,0.0,0.8787843664518522,-0.012736088663126302,1.0,-1.0,-1.2198275862068964,0.0,0
1.0,0.0,2.3043598488339945,0.0,22.514882470211877,-0.012736088663126302,1.0,-1.0,-1.2198275862068964,0.0,0
