class,radiotap.datarate,wlan.fc.protected,wlan.wep.key,wlan_mgt.fixed.auth_seq,wlan_mgt.fixed.timestamp
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048064
0,0.4782698866254954,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,6.3e-05
0,2.043483270347497,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053016
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053016
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.043483270347497,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.043478661627799786,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048065
0,0.0,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,6.409999999999999e-05
0,0.0,-1.0,0.0,0.0,0.053017
0,0.0,-1.0,0.0,0.0,0.048057
0,0.0,-1.0,0.0,0.0,0.053018
0,0.0,-1.0,0.0,0.0,0.048058
0,0.0,-1.0,0.0,0.0,6.440000000000001e-05
0,0.0,-1.0,0.0,0.0,0.048066000000000005
0,0.0,-1.0,0.0,0.0,0.16831
0,0.0,-1.0,0.0,0.0,0.048059
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048059
0,0.0,-1.0,0.0,0.0,6.54e-05
0,0.0,-1.0,0.0,0.0,0.048059
0,2.043483270347497,0.0,0.0,0.0,0.0
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048067
0,0.0,-1.0,0.0,0.0,6.57e-05
0,0.0,-1.0,0.0,0.0,6.579999999999999e-05
0,0.0,-1.0,0.0,0.0,6.59e-05
0,0.0,-1.0,0.0,0.0,0.053019
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053019
0,0.0,-1.0,0.0,0.0,0.053020000000000005
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048068
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.19988
0,0.0,-1.0,0.0,0.0,0.16831
0,0.0,-1.0,0.0,0.0,0.053020000000000005
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048061
0,0.0,-1.0,0.0,0.0,6.73e-05
0,0.0,-1.0,0.0,0.0,0.16831
0,0.0,-1.0,0.0,0.0,0.048069
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053021000000000006
0,0.0,-1.0,0.0,0.0,0.048069
0,0.0,-1.0,0.0,0.0,0.048061
0,0.0,-1.0,0.0,0.0,6.8e-05
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048069
0,0.0,-1.0,0.0,0.0,0.04807
0,0.0,-1.0,0.0,0.0,0.16831
0,0.0,-1.0,0.0,0.0,6.86e-05
0,0.0,-1.0,0.0,0.0,0.16831
0,0.0,-1.0,0.0,0.0,0.04807
0,0.0,-1.0,0.0,0.0,0.04807
0,0.0,-1.0,0.0,0.0,0.048063
0,0.0,-1.0,0.0,0.0,0.048063
0,0.0,-1.0,0.0,0.0,0.048063
0,0.0,-1.0,0.0,0.0,0.048071
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053023
0,0.0,-1.0,0.0,0.0,0.048072
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,0.043478661627799786,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.16832
0,1.0,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048065
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.19989
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053025
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,7.190000000000001e-05
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053025
0,0.0,-1.0,0.0,0.0,0.048073000000000005
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053026
0,0.0,-1.0,0.0,0.0,7.23e-05
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048066000000000005
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,7.240000000000001e-05
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048074
0,0.0,-1.0,0.0,0.0,0.048074
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048074
0,0.0,-1.0,0.0,0.0,0.0
0,2.043483270347497,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048066000000000005
0,0.0,-1.0,0.0,0.0,0.053026
0,0.0,-1.0,0.0,0.0,0.048074
0,0.0,-1.0,0.0,0.0,0.048066000000000005
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,7.28e-05
0,0.0,-1.0,0.0,0.0,0.048066000000000005
0,0.0,-1.0,0.0,0.0,0.053026
0,0.0,-1.0,0.0,0.0,7.3e-05
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048074
0,0.0,-1.0,0.0,0.0,0.16832
0,1.5217531569729927,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048067
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048067
0,0.0,-1.0,0.0,0.0,0.048067
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048075
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048067
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.21739330813899896,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,7.44e-05
0,0.043478661627799786,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048068
0,0.0,-1.0,0.0,0.0,0.053028
0,2.3043598488339945,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048076
0,0.0,-1.0,0.0,0.0,0.048076
0,0.0,-1.0,0.0,0.0,0.053028
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053028
0,0.7391234215135035,0.0,0.0,0.0,0.0
0,0.7391234215135035,-1.0,0.0,0.0,0.0
0,0.4782698866254954,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048077
0,0.0,-1.0,0.0,0.0,0.048069
0,0.0,-1.0,0.0,0.0,0.048069
0,0.0,-1.0,0.0,0.0,7.55e-05
0,0.0,-1.0,0.0,0.0,0.048069
0,0.0,-1.0,0.0,0.0,0.053029
0,0.0,-1.0,0.0,0.0,7.56e-05
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048077
0,2.043483270347497,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048077
0,0.0,-1.0,0.0,0.0,0.04807
0,0.0,-1.0,0.0,0.0,0.04807
0,0.0,-1.0,0.0,0.0,0.05303
0,0.0,-1.0,0.0,0.0,0.19989
0,0.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.19989
0,0.0,-1.0,0.0,0.0,0.05303
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048078
0,0.0,-1.0,0.0,0.0,7.69e-05
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053031
0,1.0,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048071
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053031
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.7391234215135035,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053031
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.4782698866254954,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.048079
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.04808
0,0.0,-1.0,0.0,0.0,0.04808
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.04808
0,0.0,-1.0,0.0,0.0,0.04808
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,0.0,0.66667,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.16832
0,0.0,-1.0,0.0,0.0,7.859999999999999e-05
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.04808
0,0.0,-1.0,0.0,0.0,0.053032
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.04808
0,0.0,-1.0,0.0,0.0,0.048072
0,0.0,-1.0,0.0,0.0,0.04808
0,1.5217531569729927,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053032
0,0.0,-1.0,0.0,0.0,0.053032
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.0,-1.0,0.0,0.0,0.053032
0,0.0,-1.0,0.0,0.0,0.04808
0,1.5217531569729927,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,0.4347866162779979,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,1.0,-1.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
0,2.3043598488339945,0.0,0.0,0.0,0.0
